name	description	p-value	q-value	phenotype	genes
FOCAL ADHESION%WIKIPATHWAYS_20220510%WP306%HOMO SAPIENS	Focal adhesion	4.67546337087058e-05	4.67546337087058e-05	1	PIK3R1,CCND1,HGF,BRAF,CTNNB1,PTEN,ARHGAP35,PDGFRA,EGFR
FOREBRAIN DEVELOPMENT%GOBP%GO:0030900	forebrain development	0.0343446093573062	0.0343446093573062	1	SIN3A,PTEN,LRRK2,FGFR2,ERBB4
FORMATION OF AXIAL MESODERM%REACTOME DATABASE ID RELEASE 83%9796292	Formation of axial mesoderm	1.35766054201473e-05	1.35766054201473e-05	1	FOXA2,SMAD2,CTNNB1,FOXA1
FORMATION OF PARAXIAL MESODERM%REACTOME DATABASE ID RELEASE 83%9793380	Formation of paraxial mesoderm	0.00170120136683764	0.00170120136683764	1	NOTCH1,CTNNB1,EP300
FORMATION OF PRIMARY GERM LAYER%GOBP%GO:0001704	formation of primary germ layer	0.0228795546629736	0.0228795546629736	1	SMAD2,SETD2,SOX17
FORMATION OF THE BETA-CATENIN:TCF TRANSACTIVATING COMPLEX%REACTOME%R-HSA-201722.4	Formation of the beta-catenin:TCF transactivating complex	0.0161714899738656	0.0161714899738656	1	AXIN2,EP300,CTNNB1
FOXA1 TRANSCRIPTION FACTOR NETWORK%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%FOXA1 TRANSCRIPTION FACTOR NETWORK	FOXA1 transcription factor network	3.15048953133998e-06	3.15048953133998e-06	1	AR,CDKN1B,FOXA1,FOXA2,BRCA1,EP300
FOXA2 AND FOXA3 TRANSCRIPTION FACTOR NETWORKS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%FOXA2 AND FOXA3 TRANSCRIPTION FACTOR NETWORKS	FOXA2 and FOXA3 transcription factor networks	0.000796081185455255	0.000796081185455255	1	NF1,FOXA1,FOXA2,CEBPA,AKT1
FOXM1 TRANSCRIPTION FACTOR NETWORK%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%FOXM1 TRANSCRIPTION FACTOR NETWORK	FOXM1 transcription factor network	2.12271942151072e-06	2.12271942151072e-06	1	RB1,CCND1,BRCA2,EP300,CHEK2,CDKN2A
FOXO FAMILY SIGNALING%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%FOXO FAMILY SIGNALING	FoxO family signaling	0.0100157719219518	0.0100157719219518	1	CDKN1B,AKT1,EP300,CTNNB1
FOXO-MEDIATED TRANSCRIPTION OF CELL CYCLE GENES%REACTOME DATABASE ID RELEASE 83%9617828	FOXO-mediated transcription of cell cycle genes	2.83238131171851e-05	2.83238131171851e-05	1	SMAD4,CDKN1A,CDKN1B,SMAD2
FOXO-MEDIATED TRANSCRIPTION OF OXIDATIVE STRESS, METABOLIC AND NEURONAL GENES%REACTOME DATABASE ID RELEASE 83%9615017	FOXO-mediated transcription of oxidative stress, metabolic and neuronal genes	0.00318878920505244	0.00318878920505244	1	SMAD4,SMAD2,SIN3A
FOXO-MEDIATED TRANSCRIPTION%REACTOME DATABASE ID RELEASE 83%9614085	FOXO-mediated transcription	1.8758901208572e-06	1.8758901208572e-06	1	CDKN1A,CDKN1B,STK11,AKT1,EP300,SMAD4,SMAD2,SIN3A
FRAGILE X SYNDROME%WIKIPATHWAYS_20220510%WP4549%HOMO SAPIENS	Fragile X syndrome	0.000199991993565717	0.000199991993565717	1	PTPN11,BRAF,NF1,MTOR,PTEN,KRAS,CDKN2A
G1 PHASE%REACTOME DATABASE ID RELEASE 83%69236	G1 Phase	1.76493644306359e-07	1.76493644306359e-07	1	CDKN2A,RB1,CDKN1A,CDKN1B,CCND1,CDKN2C,PPP2R1A
G1 S DNA DAMAGE CHECKPOINTS%REACTOME DATABASE ID RELEASE 83%69615	G1 S DNA Damage Checkpoints	3.23988556855614e-05	3.23988556855614e-05	1	CDKN1A,CDKN1B,ATM,CDKN2A,TP53,CHEK2
G1 S TRANSITION%REACTOME DATABASE ID RELEASE 83%69206	G1 S Transition	0.00447228865862138	0.00447228865862138	1	PPP2R1A,RB1,CDKN1A,CDKN1B,CCND1,AKT1
G1 TO S CELL CYCLE CONTROL%WIKIPATHWAYS_20220510%WP45%HOMO SAPIENS	G1 to S cell cycle control	5.16869833860498e-07	5.16869833860498e-07	1	CDKN2C,CCND1,RB1,CDKN1B,ATM,CDKN1A,CDKN2A
G1/S TRANSITION OF MITOTIC CELL CYCLE%GOBP%GO:0000082	G1/S transition of mitotic cell cycle	0.000387450090361998	0.000387450090361998	1	CCND1,ACVR1B,CDKN1A,RB1,CDKN1B
G2 M CHECKPOINTS%REACTOME%R-HSA-69481.3	G2 M Checkpoints	0.00703041848872142	0.00703041848872142	1	ATR,TP53,CHEK2,BRCA1,ATM
G2 M DNA DAMAGE CHECKPOINT%REACTOME DATABASE ID RELEASE 83%69473	G2 M DNA damage checkpoint	0.000578935940570649	0.000578935940570649	1	ATR,BRCA1,ATM,TP53,CHEK2
G2 M TRANSITION%REACTOME%R-HSA-69275.5	G2 M Transition	0.0137438503872613	0.0137438503872613	1	TP53,PPP2R1A,AJUBA,CDKN1A,EP300
GAB1 SIGNALOSOME%REACTOME%R-HSA-180292.3	GAB1 signalosome	0.000667753695738902	0.000667753695738902	1	PIK3CA,PIK3R1,PTPN11,EGFR
GASTRIN SIGNALING PATHWAY%WIKIPATHWAYS_20220510%WP4659%HOMO SAPIENS	Gastrin signaling pathway	1.64623871281926e-07	1.64623871281926e-07	1	PIK3R1,CCND1,CDKN1A,PTPN11,CTNNB1,KIT,CDKN1B,MTOR,KRAS,CDKN2A,EGFR
GASTRIN_CCK2R_240212%PANTHER PATHWAY%P06959	Gastrin_CCK2R_240212	0.00447228865862138	0.00447228865862138	1	CTNNB1,CDH1,AKT1,MAP2K4,PIK3R1,BRAF,PTPN11
GASTRULATION%GOBP%GO:0007369	gastrulation	0.00673643929421429	0.00673643929421429	1	SMAD2,SETD2,SOX17,FOXA2
GASTRULATION%REACTOME DATABASE ID RELEASE 83%9758941	Gastrulation	2.02712941607122e-07	2.02712941607122e-07	1	SMAD4,NOTCH1,FOXA2,SMAD2,CTNNB1,FOXA1,EP300
GDNF/RET SIGNALING AXIS%WIKIPATHWAYS_20220510%WP4830%HOMO SAPIENS	GDNF/RET signaling axis	0.00151906444666974	0.00151906444666974	1	GATA3,CTNNB1,SOX17
GENES CONTROLLING NEPHROGENESIS%WIKIPATHWAYS_20220510%WP4823%HOMO SAPIENS	Genes controlling nephrogenesis	0.00634881954776712	0.00634881954776712	1	CTNNB1,FGFR2,WT1
GENITALIA DEVELOPMENT%GOBP%GO:0048806	genitalia development	0.00104164523996293	0.00104164523996293	1	PTPN11,TBX3,WT1
GLAND DEVELOPMENT%GOBP%GO:0048732	gland development	9.81082178556661e-06	9.81082178556661e-06	1	TBX3,CEBPA,SOX9,FGFR2,ARID5B,ERBB4,ELF3,ARHGAP35,AKT1,WT1
GLAND MORPHOGENESIS%GOBP%GO:0022612	gland morphogenesis	0.00134365247528428	0.00134365247528428	1	SOX9,FGFR2,ELF3
GLIAL CELL DIFFERENTIATION%GOBP%GO:0010001	glial cell differentiation	0.0347464625042128	0.0347464625042128	1	PRX,PTEN,SOX9
GLIOBLASTOMA SIGNALING PATHWAYS%WIKIPATHWAYS_20220510%WP2261%HOMO SAPIENS	Glioblastoma signaling pathways	2.27279620578164e-21	2.27279620578164e-21	1	PIK3R1,BRAF,CDKN2C,CCND1,FGFR2,EP300,MAP2K4,RB1,BRCA1,CDKN1B,NRAS,NF1,ATM,BRCA2,PTEN,CDKN1A,KRAS,CDKN2A,PDGFRA,EGFR
GLIOGENESIS%GOBP%GO:0042063	gliogenesis	0.0542102845111271	0.0542102845111271	1	PRX,PTEN,SOX9
GLUCOCORTICOID RECEPTOR REGULATORY NETWORK%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%GLUCOCORTICOID RECEPTOR REGULATORY NETWORK	Glucocorticoid receptor regulatory network	0.0055653488262239	0.0055653488262239	1	CDKN1A,AKT1,EP300,GATA3,TP53
GLYCEROLIPID BIOSYNTHETIC PROCESS%GOBP%GO:0045017	glycerolipid biosynthetic process	0.163206014314477	0.163206014314477	1	PIK3CG,PIK3CA,PTEN,PIK3R1
GLYCEROPHOSPHOLIPID BIOSYNTHETIC PROCESS%GOBP%GO:0046474	glycerophospholipid biosynthetic process	0.138623427934838	0.138623427934838	1	PIK3CG,PTEN,PIK3R1,PIK3CA
GONAD DEVELOPMENT%GOBP%GO:0008406	gonad development	8.35217646843064e-05	8.35217646843064e-05	1	AR,GATA3,KIT,PDGFRA,SOX9,WT1
GPVI-MEDIATED ACTIVATION CASCADE%REACTOME DATABASE ID RELEASE 83%114604	GPVI-mediated activation cascade	0.00399179689706583	0.00399179689706583	1	PIK3CA,PIK3R1,PIK3CG,PTPN11
GROWTH%GOBP%GO:0040007	growth	0.00013248337613101	0.00013248337613101	1	NOTCH1,CTNNB1,FGFR3,SOX9,FGFR2,ERBB4,USP9X,RUNX1
H19 ACTION RB-E2F1 SIGNALING AND CDK-BETA-CATENIN ACTIVITY%WIKIPATHWAYS_20220510%WP3969%HOMO SAPIENS	H19 action Rb-E2F1 signaling and CDK-Beta-catenin activity	0.000187114217390055	0.000187114217390055	1	RB1,CCND1,CTNNB1
HAIR FOLLICLE DEVELOPMENT: CYTODIFFERENTIATION - PART 3 OF 3%WIKIPATHWAYS_20220510%WP2840%HOMO SAPIENS	Hair follicle development: cytodifferentiation - part 3 of 3	8.85073091691081e-05	8.85073091691081e-05	1	GATA3,CTNNB1,SOX9,SMAD4,NOTCH1,EGFR
HAIR FOLLICLE DEVELOPMENT: ORGANOGENESIS - PART 2 OF 3%WIKIPATHWAYS_20220510%WP2839%HOMO SAPIENS	Hair follicle development: organogenesis - part 2 of 3	0.000151290703565974	0.000151290703565974	1	CTNNB1,CCND1,FGFR2,PDGFRA
HALLMARK_ALLOGRAFT_REJECTION%MSIGDBHALLMARK%HALLMARK_ALLOGRAFT_REJECTION	HALLMARK_ALLOGRAFT_REJECTION	0.042809326919483	0.042809326919483	1	ACVR2A,BRCA1,EGFR,CDKN2A
HALLMARK_APICAL_JUNCTION%MSIGDBHALLMARK%HALLMARK_APICAL_JUNCTION	HALLMARK_APICAL_JUNCTION	0.113978905915002	0.113978905915002	1	NF1,PTEN,EGFR
HALLMARK_APOPTOSIS%MSIGDBHALLMARK%HALLMARK_APOPTOSIS	HALLMARK_APOPTOSIS	0.000912582358255542	0.000912582358255542	1	CTNNB1,CDKN1B,CCND1,CDKN1A,HGF,BRCA1
HALLMARK_E2F_TARGETS%MSIGDBHALLMARK%HALLMARK_E2F_TARGETS	HALLMARK_E2F_TARGETS	6.54533907273934e-09	6.54533907273934e-09	1	CTCF,BRCA2,SMC1A,CDKN2C,EZH2,CDKN1B,CDKN1A,BRCA1,CDKN2A,CHEK2,SMC3,RAD21
HALLMARK_G2M_CHECKPOINT%MSIGDBHALLMARK%HALLMARK_G2M_CHECKPOINT	HALLMARK_G2M_CHECKPOINT	3.55437948988259e-05	3.55437948988259e-05	1	CTCF,BRCA2,SMC1A,CDKN2C,EZH2,CDKN1B,CCND1,RAD21
HALLMARK_GLYCOLYSIS%MSIGDBHALLMARK%HALLMARK_GLYCOLYSIS	HALLMARK_GLYCOLYSIS	0.116716187082161	0.116716187082161	1	SOX9,IDH1,EGFR,ELF3
HALLMARK_HYPOXIA%MSIGDBHALLMARK%HALLMARK_HYPOXIA	HALLMARK_HYPOXIA	0.0348493928219968	0.0348493928219968	1	VHL,MAP3K1,CDKN1B,CDKN1A,EGFR
HALLMARK_INFLAMMATORY_RESPONSE%MSIGDBHALLMARK%HALLMARK_INFLAMMATORY_RESPONSE	HALLMARK_INFLAMMATORY_RESPONSE	0.13224863549234	0.13224863549234	1	CDKN1A,ACVR2A,ACVR1B
HALLMARK_MITOTIC_SPINDLE%MSIGDBHALLMARK%HALLMARK_MITOTIC_SPINDLE	HALLMARK_MITOTIC_SPINDLE	0.0348493928219968	0.0348493928219968	1	NF1,BRCA2,SMC1A,SMC3
HALLMARK_MYOGENESIS%MSIGDBHALLMARK%HALLMARK_MYOGENESIS	HALLMARK_MYOGENESIS	0.0372450381462745	0.0372450381462745	1	RB1,NOTCH1,EIF4A2,CDKN1A
HALLMARK_P53_PATHWAY%MSIGDBHALLMARK%HALLMARK_P53_PATHWAY	HALLMARK_P53_PATHWAY	0.000655278955105238	0.000655278955105238	1	RB1,FBXW7,NOTCH1,CDKN1A,CEBPA,ACVR1B,CDKN2A
HALLMARK_PI3K_AKT_MTOR_SIGNALING%MSIGDBHALLMARK%HALLMARK_PI3K_AKT_MTOR_SIGNALING	HALLMARK_PI3K_AKT_MTOR_SIGNALING	0.000155348443165169	0.000155348443165169	1	CDKN1A,EGFR,SMAD2,PTPN11,CDKN1B,PTEN
HALLMARK_SPERMATOGENESIS%MSIGDBHALLMARK%HALLMARK_SPERMATOGENESIS	HALLMARK_SPERMATOGENESIS	0.0499939258097678	0.0499939258097678	1	BRAF,EZH2,MTOR
HALLMARK_TNFA_SIGNALING_VIA_NFKB%MSIGDBHALLMARK%HALLMARK_TNFA_SIGNALING_VIA_NFKB	HALLMARK_TNFA_SIGNALING_VIA_NFKB	0.122708083504024	0.122708083504024	1	CCND1,CDKN1A,NFE2L2
HALLMARK_UV_RESPONSE_DN%MSIGDBHALLMARK%HALLMARK_UV_RESPONSE_DN	HALLMARK_UV_RESPONSE_DN	6.5094525687e-05	6.5094525687e-05	1	RUNX1,TGFBR2,KIT,SPOP,CDKN1B,PTEN,ACVR2A
HALLMARK_WNT_BETA_CATENIN_SIGNALING%MSIGDBHALLMARK%HALLMARK_WNT_BETA_CATENIN_SIGNALING	HALLMARK_WNT_BETA_CATENIN_SIGNALING	0.00432495024787285	0.00432495024787285	1	NOTCH1,AXIN2,CTNNB1
HCMV EARLY EVENTS%REACTOME%R-HSA-9609690.1	HCMV Early Events	0.0055653488262239	0.0055653488262239	1	EGFR,NCOR1,TBL1XR1,EZH2
HCMV INFECTION%REACTOME DATABASE ID RELEASE 83%9609646	HCMV Infection	0.0116568633135363	0.0116568633135363	1	EGFR,NCOR1,TBL1XR1,EZH2
HDMS DEMETHYLATE HISTONES%REACTOME%R-HSA-3214842.3	HDMs demethylate histones	0.00227050362321761	0.00227050362321761	1	KDM5C,KDM6A,ARID5B
HDR THROUGH HOMOLOGOUS RECOMBINATION (HRR) OR SINGLE STRAND ANNEALING (SSA)%REACTOME DATABASE ID RELEASE 83%5693567	HDR through Homologous Recombination (HRR) or Single Strand Annealing (SSA)	0.0140340714479875	0.0140340714479875	1	ATR,BRCA1,BRCA2,ATM
HDR THROUGH HOMOLOGOUS RECOMBINATION (HRR)%REACTOME%R-HSA-5685942.1	HDR through Homologous Recombination (HRR)	0.00284730943002703	0.00284730943002703	1	ATR,BRCA1,BRCA2,ATM
HDR THROUGH SINGLE STRAND ANNEALING (SSA)%REACTOME%R-HSA-5685938.1	HDR through Single Strand Annealing (SSA)	0.00494110899660625	0.00494110899660625	1	ATM,ATR,BRCA1
HEAD AND NECK SQUAMOUS CELL CARCINOMA%WIKIPATHWAYS_20220510%WP4674%HOMO SAPIENS	Head and neck squamous cell carcinoma	8.16155255286453e-22	8.16155255286453e-22	1	PIK3R1,CTNNB1,CCND1,FGFR3,FGFR2,AJUBA,RB1,NFE2L2,STK11,SMAD4,NRAS,MTOR,PTEN,CDKN1A,KRAS,TGFBR2,CDKN2A,NOTCH1,EGFR,KEAP1
HEART DEVELOPMENT%WIKIPATHWAYS_20220510%WP1591%HOMO SAPIENS	Heart development	5.21663510028985e-05	5.21663510028985e-05	1	PTPN11,CTNNB1,SMAD4,NOTCH1,FOXA2
HEART LOOPING%GOBP%GO:0001947	heart looping	0.00595357908893849	0.00595357908893849	1	NOTCH1,TGFBR2,SOX17
HEART MORPHOGENESIS%GOBP%GO:0003007	heart morphogenesis	6.9518958839317e-07	6.9518958839317e-07	1	NOTCH1,SOX17,TBX3,SOX9,FGFR2,SMAD2,SMAD4,GATA3,APC,TGFBR2
HEART VALVE DEVELOPMENT%GOBP%GO:0003170	heart valve development	3.43497452228744e-09	3.43497452228744e-09	1	AXIN2,NOTCH1,SMAD2,SMAD4,GATA3,APC,TGFBR2,RB1,SOX9
HEART VALVE MORPHOGENESIS%GOBP%GO:0003179	heart valve morphogenesis	2.56039970020151e-08	2.56039970020151e-08	1	AXIN2,NOTCH1,SMAD2,SMAD4,GATA3,TGFBR2,RB1,SOX9
HEDGEHOG SIGNALING EVENTS MEDIATED BY GLI PROTEINS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%HEDGEHOG SIGNALING EVENTS MEDIATED BY GLI PROTEINS	Hedgehog signaling events mediated by Gli proteins	0.00967525943440734	0.00967525943440734	1	SPOP,FOXA2,SIN3A,AKT1
HEMATOPOIETIC PROGENITOR CELL DIFFERENTIATION%GOBP%GO:0002244	hematopoietic progenitor cell differentiation	0.00374871186272747	0.00374871186272747	1	KIT,TP53,FLT3
HEMATOPOIETIC STEM CELL DIFFERENTIATION%WIKIPATHWAYS_20220510%WP2849%HOMO SAPIENS	Hematopoietic stem cell differentiation	0.0105561072378437	0.0105561072378437	1	RUNX1,NOTCH1,ACVR1B
HEMATOPOIETIC STEM CELL GENE REGULATION BY GABP ALPHA/BETA COMPLEX%WIKIPATHWAYS_20220510%WP3657%HOMO SAPIENS	Hematopoietic stem cell gene regulation by GABP alpha/beta complex	6.67310996719923e-07	6.67310996719923e-07	1	SMAD4,ATM,FLT3,EP300,PTEN
HEME SIGNALING%REACTOME DATABASE ID RELEASE 83%9707616	Heme signaling	7.71071310282191e-05	7.71071310282191e-05	1	TLR4,NCOR1,TBL1XR1,NFE2L2,EP300
HEMOSTASIS%GOBP%GO:0007599	hemostasis	0.0692118119499145	0.0692118119499145	1	PIK3CG,PDGFRA,PIK3CA
HEPATITIS B INFECTION%WIKIPATHWAYS_20220510%WP4666%HOMO SAPIENS	Hepatitis B infection	1.49578977646642e-05	1.49578977646642e-05	1	PIK3R1,EP300,SMAD4,CDKN1A,TGFBR2,BRAF,MAP2K4,TLR4,NRAS,KRAS,MAP3K1,SMAD2
HEPATITIS C AND HEPATOCELLULAR CARCINOMA%WIKIPATHWAYS_20220510%WP3646%HOMO SAPIENS	Hepatitis C and hepatocellular carcinoma	4.67546337087058e-05	4.67546337087058e-05	1	BRCA1,PTPN11,SMAD4,CCND1,CDKN1A
HEPATOCYTE GROWTH FACTOR RECEPTOR SIGNALING%WIKIPATHWAYS_20220510%WP313%HOMO SAPIENS	Hepatocyte growth factor receptor signaling	0.00269976764265278	0.00269976764265278	1	PTPN11,PTEN,HGF
HETEROCHROMATIN FORMATION%GOBP%GO:0031507	heterochromatin formation	0.0115824816685308	0.0115824816685308	1	ATRX,EZH2,RB1
HETEROCHROMATIN ORGANIZATION%GOBP%GO:0070828	heterochromatin organization	0.00244958793313735	0.00244958793313735	1	ATRX,EZH2,RB1,MECOM
HIF-1-ALPHA TRANSCRIPTION FACTOR NETWORK%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%HIF-1-ALPHA TRANSCRIPTION FACTOR NETWORK	HIF-1-alpha transcription factor network	0.0187767757817521	0.0187767757817521	1	NPM1,AKT1,EP300,SMAD4
HIPPO SIGNALING REGULATION PATHWAYS%WIKIPATHWAYS_20220510%WP4540%HOMO SAPIENS	Hippo signaling regulation pathways	1.37132680913981e-08	1.37132680913981e-08	1	CTNNB1,FGFR3,FGFR2,KIT,FLT3,MTOR,SMAD2,PDGFRA,EGFR
HIPPO-MERLIN SIGNALING DYSREGULATION%WIKIPATHWAYS_20220510%WP4541%HOMO SAPIENS	Hippo-Merlin signaling dysregulation	3.96136825914661e-08	3.96136825914661e-08	1	CTNNB1,CCND1,FGFR3,FGFR2,KIT,AJUBA,NRAS,FLT3,KRAS,PDGFRA,EGFR
HISTONE DEUBIQUITINATION%GOBP%GO:0016578	histone deubiquitination	0.00531357980806905	0.00531357980806905	1	BAP1,BRCA1,ASXL1
HISTONE LYSINE METHYLATION%GOBP%GO:0034968	histone lysine methylation	0.000677352101160899	0.000677352101160899	1	SETBP1,SETD2,EZH2,KDM6A
HISTONE METHYLATION%GOBP%GO:0016571	histone methylation	0.00128918763646507	0.00128918763646507	1	SETBP1,SETD2,EZH2,KDM6A
HISTONE MODIFICATION%GOBP%GO:0016570	histone modification	5.4207576166685e-06	5.4207576166685e-06	1	TBL1XR1,BAP1,EZH2,ASXL1,SETBP1,SETD2,BRCA1,KDM6A,BRCA2,EP300
HISTONE MODIFICATIONS%WIKIPATHWAYS_20220510%WP2369%HOMO SAPIENS	Histone modifications	0.000677352101160899	0.000677352101160899	1	MLL2,SETD2,SETBP1,EZH2
HIV INFECTION%REACTOME%R-HSA-162906.2	HIV Infection	0.189710618276064	0.189710618276064	1	ERCC2,TAF1,NPM1
HOMEOSTASIS OF NUMBER OF CELLS%GOBP%GO:0048872	homeostasis of number of cells	0.00228032686041383	0.00228032686041383	1	NOTCH1,FLT3,SOX9,PPP2R1A,AKT1,KIT
HOMOLOGOUS DNA PAIRING AND STRAND EXCHANGE%REACTOME%R-HSA-5693579.3	Homologous DNA Pairing and Strand Exchange	0.000677352101160899	0.000677352101160899	1	ATM,ATR,BRCA1,BRCA2
HOMOLOGOUS RECOMBINATION%GOBP%GO:0035825	homologous recombination	0.0149582045923011	0.0149582045923011	1	RAD21,ATM,BRCA1
HOMOLOGY DIRECTED REPAIR%REACTOME%R-HSA-5693538.2	Homology Directed Repair	0.00313949505308293	0.00313949505308293	1	ATR,BRCA1,BRCA2,POLQ,ATM
HUNTINGTON DISEASE%PANTHER PATHWAY%P00029	Huntington disease	0.042316425035833	0.042316425035833	1	EP300,MAP2K4,TP53
HYPOTHESIZED PATHWAYS IN PATHOGENESIS OF CARDIOVASCULAR DISEASE%WIKIPATHWAYS_20220510%WP3668%HOMO SAPIENS	Hypothesized pathways in pathogenesis of cardiovascular disease	0.00186870972626889	0.00186870972626889	1	TGFBR2,SMAD4,SMAD2
HYPOXIC AND OXYGEN HOMEOSTASIS REGULATION OF HIF-1-ALPHA%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%HYPOXIC AND OXYGEN HOMEOSTASIS REGULATION OF HIF-1-ALPHA	Hypoxic and oxygen homeostasis regulation of HIF-1-alpha	0.00104164523996293	0.00104164523996293	1	VHL,TP53,CDKN2A
IFN-GAMMA PATHWAY%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%IFN-GAMMA PATHWAY	IFN-gamma pathway	0.000643143081053638	0.000643143081053638	1	MTOR,PIK3CA,PTPN11,MAP3K1,AKT1,EP300,PIK3R1
IGF1R SIGNALING CASCADE%REACTOME%R-HSA-2428924.1	IGF1R signaling cascade	0.00748448404094389	0.00748448404094389	1	PIK3CA,PIK3R1,NRAS,PTPN11,FLT3
IL-18 SIGNALING PATHWAY%WIKIPATHWAYS_20220510%WP4754%HOMO SAPIENS	IL-18 signaling pathway	0.197105712644962	0.197105712644962	1	PIK3R1,CTNNB1,FBXW7,PTEN
IL-4 SIGNALING PATHWAY%WIKIPATHWAYS_20220510%WP395%HOMO SAPIENS	IL-4 signaling pathway	0.000924646339198729	0.000924646339198729	1	GATA3,PIK3R1,PTPN11,EP300,CEBPA
IL2 SIGNALING EVENTS MEDIATED BY PI3K%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%IL2 SIGNALING EVENTS MEDIATED BY PI3K	IL2 signaling events mediated by PI3K	0.00464425607827353	0.00464425607827353	1	MTOR,PIK3CA,PTPN11,AKT1,PIK3R1
IL4%NETPATH%IL4	IL4	0.00595357908893849	0.00595357908893849	1	EP300,PTPN11,CEBPA
IL6-MEDIATED SIGNALING EVENTS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%IL6-MEDIATED SIGNALING EVENTS	IL6-mediated signaling events	0.00919288217263558	0.00919288217263558	1	PIK3CA,PTPN11,AKT1,MAP2K4,PIK3R1
IL6%NETPATH%IL6	IL6	0.0020439971299557	0.0020439971299557	1	RB1,EP300,MAP2K4,PIK3R1,PTPN11
IMATINIB AND CHRONIC MYELOID LEUKEMIA%WIKIPATHWAYS_20220510%WP3640%HOMO SAPIENS	Imatinib and chronic myeloid leukemia	0.00078196590567456	0.00078196590567456	1	CDKN1B,PDGFRA,KIT
IMATINIB INHIBITION OF BCR-ABL%SMPDB%SMP0031694	Imatinib Inhibition of BCR-ABL	0.00134365247528428	0.00134365247528428	1	TP53,CDKN1B,PIK3R1,MTOR
IMMUNE RESPONSE-ACTIVATING CELL SURFACE RECEPTOR SIGNALING PATHWAY%GOBP%GO:0002429	immune response-activating cell surface receptor signaling pathway	0.063203088593766	0.063203088593766	1	PIK3CA,TLR4,EP300,GATA3
IMMUNE RESPONSE-REGULATING CELL SURFACE RECEPTOR SIGNALING PATHWAY%GOBP%GO:0002768	immune response-regulating cell surface receptor signaling pathway	0.00904913445435627	0.00904913445435627	1	MAP2K4,KIT,PIK3CA,TLR4,EP300,MAP3K1,GATA3
IMMUNE SYSTEM DEVELOPMENT%GOBP%GO:0002520	immune system development	0.0276552122432872	0.0276552122432872	1	GATA3,POLQ,TP53
IMPAIRED BRCA2 BINDING TO PALB2%REACTOME DATABASE ID RELEASE 83%9709603	Impaired BRCA2 binding to PALB2	0.00186870972626889	0.00186870972626889	1	BRCA1,BRCA2,ATM
IMPAIRED BRCA2 BINDING TO RAD51%REACTOME DATABASE ID RELEASE 83%9709570	Impaired BRCA2 binding to RAD51	0.000335747859153398	0.000335747859153398	1	ATM,ATR,BRCA1,BRCA2
INFLAMMATORY BOWEL DISEASE SIGNALING%WIKIPATHWAYS_20220510%WP5198%HOMO SAPIENS	Inflammatory bowel disease signaling	0.00634881954776712	0.00634881954776712	1	GATA3,SMAD2,TLR4
INFLUENCE OF LAMINOPATHIES ON WNT SIGNALING%WIKIPATHWAYS_20220510%WP4844%HOMO SAPIENS	Influence of laminopathies on Wnt signaling	0.00294928914440501	0.00294928914440501	1	CTNNB1,CCND1,CEBPA
INNER EAR DEVELOPMENT%GOBP%GO:0048839	inner ear development	0.0161714899738656	0.0161714899738656	1	PTPN11,SOX9,FGFR2
INOSITOL LIPID-MEDIATED SIGNALING%GOBP%GO:0048017	inositol lipid-mediated signaling	0.000279642252657535	0.000279642252657535	1	PIK3CG,AKT1,PTEN,PIK3R1,GATA3,PDGFRA,PIK3CA
INSULIN RECEPTOR SIGNALLING CASCADE%REACTOME DATABASE ID RELEASE 83%74751	Insulin receptor signalling cascade	0.0082929874139413	0.0082929874139413	1	PIK3CA,PIK3R1,NRAS,PTPN11,FLT3
INSULIN SIGNALING%WIKIPATHWAYS_20220510%WP481%HOMO SAPIENS	Insulin signaling	0.0220386707174994	0.0220386707174994	1	PIK3R1,PTPN11,MAP2K4,MTOR,PTEN,MAP3K1
INTEGRATED CANCER PATHWAY%WIKIPATHWAYS_20220510%WP1971%HOMO SAPIENS	Integrated cancer pathway	3.73673810347003e-11	3.73673810347003e-11	1	RB1,BRCA1,CHEK2,CDKN1B,ATM,ATR,PTEN,CDKN1A,SMAD2
INTEGRATED STRESS RESPONSE SIGNALING%GOBP%GO:0140467	integrated stress response signaling	0.00318878920505244	0.00318878920505244	1	CEBPA,NFE2L3,NFE2L2
INTEGRIN SIGNALLING PATHWAY%PANTHER PATHWAY%P00034	Integrin signalling pathway	0.0372450381462745	0.0372450381462745	1	PIK3CA,NRAS,MAP2K4,PIK3R1,BRAF,PIK3CG
