name	description	p-value	q-value	phenotype	genes
ESTROGEN-DEPENDENT GENE EXPRESSION%REACTOME%R-HSA-9018519.1	Estrogen-dependent gene expression	1.0059557472188e-07	1.0059557472188e-07	1	FOXA1,SMC3,RAD21,STAG2,SMC1A,CBFB,RUNX1,GATA3,CCND1,EP300
ESTROGEN-DEPENDENT NUCLEAR EVENTS DOWNSTREAM OF ESR-MEMBRANE SIGNALING%REACTOME%R-HSA-9634638.1	Estrogen-dependent nuclear events downstream of ESR-membrane signaling	0.00225581398956535	0.00225581398956535	1	CDKN1B,CCND1,AKT1,EGFR
EXTRA-NUCLEAR ESTROGEN SIGNALING%REACTOME DATABASE ID RELEASE 83%9009391	Extra-nuclear estrogen signaling	0.00450584214784101	0.00450584214784101	1	PIK3CA,PIK3R1,EGFR,NRAS,CDKN1B,CCND1,AKT1
EXTRACELLULAR VESICLE-MEDIATED SIGNALING IN RECIPIENT CELLS%WIKIPATHWAYS_20220510%WP2870%HOMO SAPIENS	Extracellular vesicle-mediated signaling in recipient cells	3.73657022529086e-09	3.73657022529086e-09	1	KRAS,HGF,TGFBR2,CTNNB1,SMAD4,SMAD2,NRAS,EGFR,MTOR
EXTRACELLULAR VESICLES IN THE CROSSTALK OF CARDIAC CELLS%WIKIPATHWAYS_20220510%WP4300%HOMO SAPIENS	Extracellular vesicles in the crosstalk of cardiac cells	0.000977586964282234	0.000977586964282234	1	TLR4,EGFR,PTEN
EYE DEVELOPMENT%GOBP%GO:0001654	eye development	0.144228845494743	0.144228845494743	1	SOX9,PDGFRA,WT1
FACTORS AND PATHWAYS AFFECTING INSULIN-LIKE GROWTH FACTOR (IGF1)-AKT SIGNALING%WIKIPATHWAYS_20220510%WP3850%HOMO SAPIENS	Factors and pathways affecting insulin-like growth factor (IGF1)-Akt signaling	0.00410690338785138	0.00410690338785138	1	MTOR,PTEN,SMAD2
FACTORS INVOLVED IN MEGAKARYOCYTE DEVELOPMENT AND PLATELET PRODUCTION%REACTOME%R-HSA-983231.2	Factors involved in megakaryocyte development and platelet production	0.0872835734252634	0.0872835734252634	1	TP53,GATA3,SIN3A
FANCONI ANEMIA PATHWAY%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%FANCONI ANEMIA PATHWAY	Fanconi anemia pathway	0.00125898423141196	0.00125898423141196	1	BRCA1,BRCA2,ATM,ATR
FC-EPSILON RECEPTOR I SIGNALING IN MAST CELLS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%FC-EPSILON RECEPTOR I SIGNALING IN MAST CELLS	Fc-epsilon receptor I signaling in mast cells	0.0183436024985596	0.0183436024985596	1	PIK3CA,MAP3K1,AKT1,MAP2K4,PTPN11,PIK3R1
FEMALE SEX DIFFERENTIATION%GOBP%GO:0046660	female sex differentiation	0.00659832238800373	0.00659832238800373	1	TBX3,KIT,PDGFRA
FGF SIGNALING PATHWAY%PANTHER PATHWAY%P00021	FGF signaling pathway	0.000492636019785481	0.000492636019785481	1	FGFR3,FGFR2,PIK3CG,AKT1,MAP2K4,PIK3CA,NRAS
FGF SIGNALING PATHWAY%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%FGF SIGNALING PATHWAY	FGF signaling pathway	0.000102078123103097	0.000102078123103097	1	FGFR3,PIK3CA,FGFR2,PTPN11,CDH1,AKT1,PIK3R1
FGF23 SIGNALING IN HYPOPHOSPHATEMIC RICKETS AND RELATED DISORDERS%WIKIPATHWAYS_20220510%WP4790%HOMO SAPIENS	FGF23 signaling in hypophosphatemic rickets and related disorders	8.7535599205639e-05	8.7535599205639e-05	1	CDKN1A,CCND1,FGFR3,FGFR2
FGFR3 SIGNALING IN CHONDROCYTE PROLIFERATION AND TERMINAL DIFFERENTIATION%WIKIPATHWAYS_20220510%WP4767%HOMO SAPIENS	FGFR3 signaling in chondrocyte proliferation and terminal differentiation	0.00292558332942873	0.00292558332942873	1	FGFR3,CDKN1A,SOX9
FIBROBLAST GROWTH FACTOR RECEPTOR SIGNALING PATHWAY%GOBP%GO:0008543	fibroblast growth factor receptor signaling pathway	0.00740030822677656	0.00740030822677656	1	FGFR3,PTPN11,FGFR2
FLT3 SIGNALING IN DISEASE%REACTOME%R-HSA-9682385.2	FLT3 signaling in disease	0.000206288486235279	0.000206288486235279	1	PIK3CA,PIK3R1,NRAS,PTPN11,CDKN1A,FLT3
FLT3 SIGNALING%REACTOME%R-HSA-9607240.6	FLT3 Signaling	0.000539994889453315	0.000539994889453315	1	PIK3CA,PIK3R1,NRAS,PTPN11,CDKN1B,AKT1,FLT3
FOCAL ADHESION%WIKIPATHWAYS_20220510%WP306%HOMO SAPIENS	Focal adhesion	7.2954659362001e-05	7.2954659362001e-05	1	PIK3R1,CCND1,HGF,BRAF,CTNNB1,PTEN,ARHGAP35,PDGFRA,EGFR
FOREBRAIN DEVELOPMENT%GOBP%GO:0030900	forebrain development	0.0388481515245487	0.0388481515245487	1	SIN3A,PTEN,LRRK2,FGFR2,ERBB4
FORMATION OF AXIAL MESODERM%REACTOME DATABASE ID RELEASE 83%9796292	Formation of axial mesoderm	2.07932223472666e-05	2.07932223472666e-05	1	FOXA2,SMAD2,CTNNB1,FOXA1
FORMATION OF PARAXIAL MESODERM%REACTOME DATABASE ID RELEASE 83%9793380	Formation of paraxial mesoderm	0.00207282341959605	0.00207282341959605	1	NOTCH1,CTNNB1,EP300
FORMATION OF PRIMARY GERM LAYER%GOBP%GO:0001704	formation of primary germ layer	0.0257345379069941	0.0257345379069941	1	SMAD2,SETD2,SOX17
FORMATION OF THE BETA-CATENIN:TCF TRANSACTIVATING COMPLEX%REACTOME%R-HSA-201722.4	Formation of the beta-catenin:TCF transactivating complex	0.0174536742297657	0.0174536742297657	1	AXIN2,EP300,CTNNB1
FOXA1 TRANSCRIPTION FACTOR NETWORK%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%FOXA1 TRANSCRIPTION FACTOR NETWORK	FOXA1 transcription factor network	5.38989648472762e-06	5.38989648472762e-06	1	AR,CDKN1B,FOXA1,FOXA2,BRCA1,EP300
FOXA2 AND FOXA3 TRANSCRIPTION FACTOR NETWORKS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%FOXA2 AND FOXA3 TRANSCRIPTION FACTOR NETWORKS	FOXA2 and FOXA3 transcription factor networks	0.00101722387416382	0.00101722387416382	1	NF1,FOXA1,FOXA2,CEBPA,AKT1
FOXM1 TRANSCRIPTION FACTOR NETWORK%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%FOXM1 TRANSCRIPTION FACTOR NETWORK	FOXM1 transcription factor network	3.71184744903869e-06	3.71184744903869e-06	1	RB1,CCND1,BRCA2,EP300,CHEK2,CDKN2A
FOXO FAMILY SIGNALING%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%FOXO FAMILY SIGNALING	FoxO family signaling	0.0115797562481138	0.0115797562481138	1	CDKN1B,AKT1,EP300,CTNNB1
FOXO-MEDIATED TRANSCRIPTION OF CELL CYCLE GENES%REACTOME DATABASE ID RELEASE 83%9617828	FOXO-mediated transcription of cell cycle genes	4.2792884797916e-05	4.2792884797916e-05	1	SMAD4,CDKN1A,CDKN1B,SMAD2
FOXO-MEDIATED TRANSCRIPTION OF OXIDATIVE STRESS, METABOLIC AND NEURONAL GENES%REACTOME DATABASE ID RELEASE 83%9615017	FOXO-mediated transcription of oxidative stress, metabolic and neuronal genes	0.00378616594872977	0.00378616594872977	1	SMAD4,SMAD2,SIN3A
FOXO-MEDIATED TRANSCRIPTION%REACTOME DATABASE ID RELEASE 83%9614085	FOXO-mediated transcription	3.38971778047162e-06	3.38971778047162e-06	1	CDKN1A,CDKN1B,STK11,AKT1,EP300,SMAD4,SMAD2,SIN3A
FRAGILE X SYNDROME%WIKIPATHWAYS_20220510%WP4549%HOMO SAPIENS	Fragile X syndrome	0.000280233150224347	0.000280233150224347	1	PTPN11,BRAF,NF1,MTOR,PTEN,KRAS,CDKN2A
G1 PHASE%REACTOME DATABASE ID RELEASE 83%69236	G1 Phase	3.63468719016148e-07	3.63468719016148e-07	1	CDKN2A,RB1,CDKN1A,CDKN1B,CCND1,CDKN2C,PPP2R1A
G1 S DNA DAMAGE CHECKPOINTS%REACTOME DATABASE ID RELEASE 83%69615	G1 S DNA Damage Checkpoints	5.00878204568677e-05	5.00878204568677e-05	1	CDKN1A,CDKN1B,ATM,CDKN2A,TP53,CHEK2
G1 S TRANSITION%REACTOME DATABASE ID RELEASE 83%69206	G1 S Transition	0.00546099795089323	0.00546099795089323	1	PPP2R1A,RB1,CDKN1A,CDKN1B,CCND1,AKT1
G1 TO S CELL CYCLE CONTROL%WIKIPATHWAYS_20220510%WP45%HOMO SAPIENS	G1 to S cell cycle control	1.00301246359731e-06	1.00301246359731e-06	1	CDKN2C,CCND1,RB1,CDKN1B,ATM,CDKN1A,CDKN2A
G1/S TRANSITION OF MITOTIC CELL CYCLE%GOBP%GO:0000082	G1/S transition of mitotic cell cycle	0.000520242934084447	0.000520242934084447	1	CCND1,ACVR1B,CDKN1A,RB1,CDKN1B
G2 M CHECKPOINTS%REACTOME%R-HSA-69481.3	G2 M Checkpoints	0.00849461980814457	0.00849461980814457	1	ATR,TP53,CHEK2,BRCA1,ATM
G2 M DNA DAMAGE CHECKPOINT%REACTOME DATABASE ID RELEASE 83%69473	G2 M DNA damage checkpoint	0.000769796498660849	0.000769796498660849	1	ATR,BRCA1,ATM,TP53,CHEK2
G2 M TRANSITION%REACTOME%R-HSA-69275.5	G2 M Transition	0.0163306238586111	0.0163306238586111	1	TP53,PPP2R1A,AJUBA,CDKN1A,EP300
GAB1 SIGNALOSOME%REACTOME%R-HSA-180292.3	GAB1 signalosome	0.000841243970340773	0.000841243970340773	1	PIK3CA,PIK3R1,PTPN11,EGFR
GASTRIN SIGNALING PATHWAY%WIKIPATHWAYS_20220510%WP4659%HOMO SAPIENS	Gastrin signaling pathway	3.57658164299047e-07	3.57658164299047e-07	1	PIK3R1,CCND1,CDKN1A,PTPN11,CTNNB1,KIT,CDKN1B,MTOR,KRAS,CDKN2A,EGFR
GASTRIN_CCK2R_240212%PANTHER PATHWAY%P06959	Gastrin_CCK2R_240212	0.00546099795089323	0.00546099795089323	1	CTNNB1,CDH1,AKT1,MAP2K4,PIK3R1,BRAF,PTPN11
GASTRULATION%GOBP%GO:0007369	gastrulation	0.00801018238811049	0.00801018238811049	1	SMAD2,SETD2,SOX17,FOXA2
GASTRULATION%REACTOME DATABASE ID RELEASE 83%9758941	Gastrulation	4.04461432545855e-07	4.04461432545855e-07	1	SMAD4,NOTCH1,FOXA2,SMAD2,CTNNB1,FOXA1,EP300
GDNF/RET SIGNALING AXIS%WIKIPATHWAYS_20220510%WP4830%HOMO SAPIENS	GDNF/RET signaling axis	0.00185481600575039	0.00185481600575039	1	GATA3,CTNNB1,SOX17
GENES CONTROLLING NEPHROGENESIS%WIKIPATHWAYS_20220510%WP4823%HOMO SAPIENS	Genes controlling nephrogenesis	0.00740030822677656	0.00740030822677656	1	CTNNB1,FGFR2,WT1
GENITALIA DEVELOPMENT%GOBP%GO:0048806	genitalia development	0.00128973712126717	0.00128973712126717	1	PTPN11,TBX3,WT1
GLAND DEVELOPMENT%GOBP%GO:0048732	gland development	1.64947114112235e-05	1.64947114112235e-05	1	TBX3,CEBPA,SOX9,FGFR2,ARID5B,ERBB4,ELF3,ARHGAP35,AKT1,WT1
GLAND MORPHOGENESIS%GOBP%GO:0022612	gland morphogenesis	0.0016421019919653	0.0016421019919653	1	SOX9,FGFR2,ELF3
GLIAL CELL DIFFERENTIATION%GOBP%GO:0010001	glial cell differentiation	0.0388072847188869	0.0388072847188869	1	PRX,PTEN,SOX9
GLIOBLASTOMA SIGNALING PATHWAYS%WIKIPATHWAYS_20220510%WP2261%HOMO SAPIENS	Glioblastoma signaling pathways	5.45570601181363e-20	5.45570601181363e-20	1	PIK3R1,BRAF,CDKN2C,CCND1,FGFR2,EP300,MAP2K4,RB1,BRCA1,CDKN1B,NRAS,NF1,ATM,BRCA2,PTEN,CDKN1A,KRAS,CDKN2A,PDGFRA,EGFR
GLIOGENESIS%GOBP%GO:0042063	gliogenesis	0.0581469966205584	0.0581469966205584	1	PRX,PTEN,SOX9
GLUCOCORTICOID RECEPTOR REGULATORY NETWORK%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%GLUCOCORTICOID RECEPTOR REGULATORY NETWORK	Glucocorticoid receptor regulatory network	0.00659832238800373	0.00659832238800373	1	CDKN1A,AKT1,EP300,GATA3,TP53
GLYCEROLIPID BIOSYNTHETIC PROCESS%GOBP%GO:0045017	glycerolipid biosynthetic process	0.173783222777251	0.173783222777251	1	PIK3CG,PIK3CA,PTEN,PIK3R1
GLYCEROPHOSPHOLIPID BIOSYNTHETIC PROCESS%GOBP%GO:0046474	glycerophospholipid biosynthetic process	0.147109562909347	0.147109562909347	1	PIK3CG,PTEN,PIK3R1,PIK3CA
GONAD DEVELOPMENT%GOBP%GO:0008406	gonad development	0.00012197182859266	0.00012197182859266	1	AR,GATA3,KIT,PDGFRA,SOX9,WT1
GPVI-MEDIATED ACTIVATION CASCADE%REACTOME DATABASE ID RELEASE 83%114604	GPVI-mediated activation cascade	0.00470332432364607	0.00470332432364607	1	PIK3CA,PIK3R1,PIK3CG,PTPN11
GROWTH%GOBP%GO:0040007	growth	0.000193382623686437	0.000193382623686437	1	NOTCH1,CTNNB1,FGFR3,SOX9,FGFR2,ERBB4,USP9X,RUNX1
H19 ACTION RB-E2F1 SIGNALING AND CDK-BETA-CATENIN ACTIVITY%WIKIPATHWAYS_20220510%WP3969%HOMO SAPIENS	H19 action Rb-E2F1 signaling and CDK-Beta-catenin activity	0.000247463352637996	0.000247463352637996	1	RB1,CCND1,CTNNB1
HAIR FOLLICLE DEVELOPMENT: CYTODIFFERENTIATION - PART 3 OF 3%WIKIPATHWAYS_20220510%WP2840%HOMO SAPIENS	Hair follicle development: cytodifferentiation - part 3 of 3	0.000129662541332671	0.000129662541332671	1	GATA3,CTNNB1,SOX9,SMAD4,NOTCH1,EGFR
HAIR FOLLICLE DEVELOPMENT: ORGANOGENESIS - PART 2 OF 3%WIKIPATHWAYS_20220510%WP2839%HOMO SAPIENS	Hair follicle development: organogenesis - part 2 of 3	0.000206288486235279	0.000206288486235279	1	CTNNB1,CCND1,FGFR2,PDGFRA
HALLMARK_ALLOGRAFT_REJECTION%MSIGDBHALLMARK%HALLMARK_ALLOGRAFT_REJECTION	HALLMARK_ALLOGRAFT_REJECTION	0.0480318689645627	0.0480318689645627	1	ACVR2A,BRCA1,EGFR,CDKN2A
HALLMARK_APICAL_JUNCTION%MSIGDBHALLMARK%HALLMARK_APICAL_JUNCTION	HALLMARK_APICAL_JUNCTION	0.121295044183475	0.121295044183475	1	NF1,PTEN,EGFR
HALLMARK_APOPTOSIS%MSIGDBHALLMARK%HALLMARK_APOPTOSIS	HALLMARK_APOPTOSIS	0.00119693921938322	0.00119693921938322	1	CTNNB1,CDKN1B,CCND1,CDKN1A,HGF,BRCA1
HALLMARK_E2F_TARGETS%MSIGDBHALLMARK%HALLMARK_E2F_TARGETS	HALLMARK_E2F_TARGETS	1.70211859955412e-08	1.70211859955412e-08	1	CTCF,BRCA2,SMC1A,CDKN2C,EZH2,CDKN1B,CDKN1A,BRCA1,CDKN2A,CHEK2,SMC3,RAD21
HALLMARK_G2M_CHECKPOINT%MSIGDBHALLMARK%HALLMARK_G2M_CHECKPOINT	HALLMARK_G2M_CHECKPOINT	5.67279831739173e-05	5.67279831739173e-05	1	CTCF,BRCA2,SMC1A,CDKN2C,EZH2,CDKN1B,CCND1,RAD21
HALLMARK_GLYCOLYSIS%MSIGDBHALLMARK%HALLMARK_GLYCOLYSIS	HALLMARK_GLYCOLYSIS	0.126069381918253	0.126069381918253	1	SOX9,IDH1,EGFR,ELF3
HALLMARK_HYPOXIA%MSIGDBHALLMARK%HALLMARK_HYPOXIA	HALLMARK_HYPOXIA	0.0396000026557332	0.0396000026557332	1	VHL,MAP3K1,CDKN1B,CDKN1A,EGFR
HALLMARK_INFLAMMATORY_RESPONSE%MSIGDBHALLMARK%HALLMARK_INFLAMMATORY_RESPONSE	HALLMARK_INFLAMMATORY_RESPONSE	0.140970042696793	0.140970042696793	1	CDKN1A,ACVR2A,ACVR1B
HALLMARK_MITOTIC_SPINDLE%MSIGDBHALLMARK%HALLMARK_MITOTIC_SPINDLE	HALLMARK_MITOTIC_SPINDLE	0.0396000026557332	0.0396000026557332	1	NF1,BRCA2,SMC1A,SMC3
HALLMARK_MYOGENESIS%MSIGDBHALLMARK%HALLMARK_MYOGENESIS	HALLMARK_MYOGENESIS	0.0410073770375579	0.0410073770375579	1	RB1,NOTCH1,EIF4A2,CDKN1A
HALLMARK_P53_PATHWAY%MSIGDBHALLMARK%HALLMARK_P53_PATHWAY	HALLMARK_P53_PATHWAY	0.000870586096259407	0.000870586096259407	1	RB1,FBXW7,NOTCH1,CDKN1A,CEBPA,ACVR1B,CDKN2A
HALLMARK_PI3K_AKT_MTOR_SIGNALING%MSIGDBHALLMARK%HALLMARK_PI3K_AKT_MTOR_SIGNALING	HALLMARK_PI3K_AKT_MTOR_SIGNALING	0.000222032357395376	0.000222032357395376	1	CDKN1A,EGFR,SMAD2,PTPN11,CDKN1B,PTEN
HALLMARK_SPERMATOGENESIS%MSIGDBHALLMARK%HALLMARK_SPERMATOGENESIS	HALLMARK_SPERMATOGENESIS	0.0552156594564007	0.0552156594564007	1	BRAF,EZH2,MTOR
HALLMARK_TNFA_SIGNALING_VIA_NFKB%MSIGDBHALLMARK%HALLMARK_TNFA_SIGNALING_VIA_NFKB	HALLMARK_TNFA_SIGNALING_VIA_NFKB	0.13228984648582	0.13228984648582	1	CCND1,CDKN1A,NFE2L2
HALLMARK_UV_RESPONSE_DN%MSIGDBHALLMARK%HALLMARK_UV_RESPONSE_DN	HALLMARK_UV_RESPONSE_DN	9.83617710751866e-05	9.83617710751866e-05	1	RUNX1,TGFBR2,KIT,SPOP,CDKN1B,PTEN,ACVR2A
HALLMARK_WNT_BETA_CATENIN_SIGNALING%MSIGDBHALLMARK%HALLMARK_WNT_BETA_CATENIN_SIGNALING	HALLMARK_WNT_BETA_CATENIN_SIGNALING	0.00508136893796657	0.00508136893796657	1	NOTCH1,AXIN2,CTNNB1
HCMV EARLY EVENTS%REACTOME%R-HSA-9609690.1	HCMV Early Events	0.00659832238800373	0.00659832238800373	1	EGFR,NCOR1,TBL1XR1,EZH2
HCMV INFECTION%REACTOME DATABASE ID RELEASE 83%9609646	HCMV Infection	0.0136620775086062	0.0136620775086062	1	EGFR,NCOR1,TBL1XR1,EZH2
HDMS DEMETHYLATE HISTONES%REACTOME%R-HSA-3214842.3	HDMs demethylate histones	0.0027330754918956	0.0027330754918956	1	KDM5C,KDM6A,ARID5B
HDR THROUGH HOMOLOGOUS RECOMBINATION (HRR) OR SINGLE STRAND ANNEALING (SSA)%REACTOME DATABASE ID RELEASE 83%5693567	HDR through Homologous Recombination (HRR) or Single Strand Annealing (SSA)	0.0163408396074388	0.0163408396074388	1	ATR,BRCA1,BRCA2,ATM
HDR THROUGH HOMOLOGOUS RECOMBINATION (HRR)%REACTOME%R-HSA-5685942.1	HDR through Homologous Recombination (HRR)	0.00347912967568119	0.00347912967568119	1	ATR,BRCA1,BRCA2,ATM
HDR THROUGH SINGLE STRAND ANNEALING (SSA)%REACTOME%R-HSA-5685938.1	HDR through Single Strand Annealing (SSA)	0.00578522591375849	0.00578522591375849	1	ATM,ATR,BRCA1
HEAD AND NECK SQUAMOUS CELL CARCINOMA%WIKIPATHWAYS_20220510%WP4674%HOMO SAPIENS	Head and neck squamous cell carcinoma	3.4144802329255e-20	3.4144802329255e-20	1	PIK3R1,CTNNB1,CCND1,FGFR3,FGFR2,AJUBA,RB1,NFE2L2,STK11,SMAD4,NRAS,MTOR,PTEN,CDKN1A,KRAS,TGFBR2,CDKN2A,NOTCH1,EGFR,KEAP1
HEART DEVELOPMENT%WIKIPATHWAYS_20220510%WP1591%HOMO SAPIENS	Heart development	7.63178632369206e-05	7.63178632369206e-05	1	PTPN11,CTNNB1,SMAD4,NOTCH1,FOXA2
HEART LOOPING%GOBP%GO:0001947	heart looping	0.00697586189027208	0.00697586189027208	1	NOTCH1,TGFBR2,SOX17
HEART MORPHOGENESIS%GOBP%GO:0003007	heart morphogenesis	1.40164199470224e-06	1.40164199470224e-06	1	NOTCH1,SOX17,TBX3,SOX9,FGFR2,SMAD2,SMAD4,GATA3,APC,TGFBR2
HEART VALVE DEVELOPMENT%GOBP%GO:0003170	heart valve development	8.90549387025693e-09	8.90549387025693e-09	1	AXIN2,NOTCH1,SMAD2,SMAD4,GATA3,APC,TGFBR2,RB1,SOX9
HEART VALVE MORPHOGENESIS%GOBP%GO:0003179	heart valve morphogenesis	5.82859848869849e-08	5.82859848869849e-08	1	AXIN2,NOTCH1,SMAD2,SMAD4,GATA3,TGFBR2,RB1,SOX9
HEDGEHOG SIGNALING EVENTS MEDIATED BY GLI PROTEINS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%HEDGEHOG SIGNALING EVENTS MEDIATED BY GLI PROTEINS	Hedgehog signaling events mediated by Gli proteins	0.011183879000452	0.011183879000452	1	SPOP,FOXA2,SIN3A,AKT1
HEMATOPOIETIC PROGENITOR CELL DIFFERENTIATION%GOBP%GO:0002244	hematopoietic progenitor cell differentiation	0.00444107393486384	0.00444107393486384	1	KIT,TP53,FLT3
HEMATOPOIETIC STEM CELL DIFFERENTIATION%WIKIPATHWAYS_20220510%WP2849%HOMO SAPIENS	Hematopoietic stem cell differentiation	0.0121797568542018	0.0121797568542018	1	RUNX1,NOTCH1,ACVR1B
HEMATOPOIETIC STEM CELL GENE REGULATION BY GABP ALPHA/BETA COMPLEX%WIKIPATHWAYS_20220510%WP3657%HOMO SAPIENS	Hematopoietic stem cell gene regulation by GABP alpha/beta complex	1.2135634685125e-06	1.2135634685125e-06	1	SMAD4,ATM,FLT3,EP300,PTEN
HEME SIGNALING%REACTOME DATABASE ID RELEASE 83%9707616	Heme signaling	0.000111325287816783	0.000111325287816783	1	TLR4,NCOR1,TBL1XR1,NFE2L2,EP300
HEMOSTASIS%GOBP%GO:0007599	hemostasis	0.0741672893291907	0.0741672893291907	1	PIK3CG,PDGFRA,PIK3CA
HEPATITIS B INFECTION%WIKIPATHWAYS_20220510%WP4666%HOMO SAPIENS	Hepatitis B infection	2.49533788540688e-05	2.49533788540688e-05	1	PIK3R1,EP300,SMAD4,CDKN1A,TGFBR2,BRAF,MAP2K4,TLR4,NRAS,KRAS,MAP3K1,SMAD2
HEPATITIS C AND HEPATOCELLULAR CARCINOMA%WIKIPATHWAYS_20220510%WP3646%HOMO SAPIENS	Hepatitis C and hepatocellular carcinoma	6.93680237422612e-05	6.93680237422612e-05	1	BRCA1,PTPN11,SMAD4,CCND1,CDKN1A
HEPATOCYTE GROWTH FACTOR RECEPTOR SIGNALING%WIKIPATHWAYS_20220510%WP313%HOMO SAPIENS	Hepatocyte growth factor receptor signaling	0.00322002334463861	0.00322002334463861	1	PTPN11,PTEN,HGF
HETEROCHROMATIN FORMATION%GOBP%GO:0031507	heterochromatin formation	0.01330870544175	0.01330870544175	1	ATRX,EZH2,RB1
HETEROCHROMATIN ORGANIZATION%GOBP%GO:0070828	heterochromatin organization	0.00298049285704754	0.00298049285704754	1	ATRX,EZH2,RB1,MECOM
HIF-1-ALPHA TRANSCRIPTION FACTOR NETWORK%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%HIF-1-ALPHA TRANSCRIPTION FACTOR NETWORK	HIF-1-alpha transcription factor network	0.0211688783209068	0.0211688783209068	1	NPM1,AKT1,EP300,SMAD4
HIPPO SIGNALING REGULATION PATHWAYS%WIKIPATHWAYS_20220510%WP4540%HOMO SAPIENS	Hippo signaling regulation pathways	3.25036491412071e-08	3.25036491412071e-08	1	CTNNB1,FGFR3,FGFR2,KIT,FLT3,MTOR,SMAD2,PDGFRA,EGFR
HIPPO-MERLIN SIGNALING DYSREGULATION%WIKIPATHWAYS_20220510%WP4541%HOMO SAPIENS	Hippo-Merlin signaling dysregulation	9.04708858539558e-08	9.04708858539558e-08	1	CTNNB1,CCND1,FGFR3,FGFR2,KIT,AJUBA,NRAS,FLT3,KRAS,PDGFRA,EGFR
HISTONE DEUBIQUITINATION%GOBP%GO:0016578	histone deubiquitination	0.00622037723676968	0.00622037723676968	1	BAP1,BRCA1,ASXL1
HISTONE LYSINE METHYLATION%GOBP%GO:0034968	histone lysine methylation	0.000870586096259407	0.000870586096259407	1	SETBP1,SETD2,EZH2,KDM6A
HISTONE METHYLATION%GOBP%GO:0016571	histone methylation	0.0016144548141725	0.0016144548141725	1	SETBP1,SETD2,EZH2,KDM6A
HISTONE MODIFICATION%GOBP%GO:0016570	histone modification	9.85326746258575e-06	9.85326746258575e-06	1	TBL1XR1,BAP1,EZH2,ASXL1,SETBP1,SETD2,BRCA1,KDM6A,BRCA2,EP300
HISTONE MODIFICATIONS%WIKIPATHWAYS_20220510%WP2369%HOMO SAPIENS	Histone modifications	0.000870586096259407	0.000870586096259407	1	MLL2,SETD2,SETBP1,EZH2
HIV INFECTION%REACTOME%R-HSA-162906.2	HIV Infection	0.200901107724046	0.200901107724046	1	ERCC2,TAF1,NPM1
HOMEOSTASIS OF NUMBER OF CELLS%GOBP%GO:0048872	homeostasis of number of cells	0.0027997227309575	0.0027997227309575	1	NOTCH1,FLT3,SOX9,PPP2R1A,AKT1,KIT
HOMOLOGOUS DNA PAIRING AND STRAND EXCHANGE%REACTOME%R-HSA-5693579.3	Homologous DNA Pairing and Strand Exchange	0.000870586096259407	0.000870586096259407	1	ATM,ATR,BRCA1,BRCA2
HOMOLOGOUS RECOMBINATION%GOBP%GO:0035825	homologous recombination	0.0169713660346063	0.0169713660346063	1	RAD21,ATM,BRCA1
HOMOLOGY DIRECTED REPAIR%REACTOME%R-HSA-5693538.2	Homology Directed Repair	0.00385126372450388	0.00385126372450388	1	ATR,BRCA1,BRCA2,POLQ,ATM
HUNTINGTON DISEASE%PANTHER PATHWAY%P00029	Huntington disease	0.0468890766342232	0.0468890766342232	1	EP300,MAP2K4,TP53
HYPOTHESIZED PATHWAYS IN PATHOGENESIS OF CARDIOVASCULAR DISEASE%WIKIPATHWAYS_20220510%WP3668%HOMO SAPIENS	Hypothesized pathways in pathogenesis of cardiovascular disease	0.00225581398956535	0.00225581398956535	1	TGFBR2,SMAD4,SMAD2
HYPOXIC AND OXYGEN HOMEOSTASIS REGULATION OF HIF-1-ALPHA%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%HYPOXIC AND OXYGEN HOMEOSTASIS REGULATION OF HIF-1-ALPHA	Hypoxic and oxygen homeostasis regulation of HIF-1-alpha	0.00128973712126717	0.00128973712126717	1	VHL,TP53,CDKN2A
IFN-GAMMA PATHWAY%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%IFN-GAMMA PATHWAY	IFN-gamma pathway	0.000819188025412749	0.000819188025412749	1	MTOR,PIK3CA,PTPN11,MAP3K1,AKT1,EP300,PIK3R1
IGF1R SIGNALING CASCADE%REACTOME%R-HSA-2428924.1	IGF1R signaling cascade	0.00873154505885942	0.00873154505885942	1	PIK3CA,PIK3R1,NRAS,PTPN11,FLT3
IL-18 SIGNALING PATHWAY%WIKIPATHWAYS_20220510%WP4754%HOMO SAPIENS	IL-18 signaling pathway	0.209040900913898	0.209040900913898	1	PIK3R1,CTNNB1,FBXW7,PTEN
