name	description	p-value	q-value	phenotype	genes
ENDOTHELIUM DEVELOPMENT%GOBP%GO:0003158	endothelium development	0.00526820173056341	0.00526820173056341	1	CTNNB1,SMAD4,SOX17,NOTCH1
ENSHEATHMENT OF NEURONS%GOBP%GO:0007272	ensheathment of neurons	0.020569852658558	0.020569852658558	1	NF1,PTEN,PRX
EPHRIN RECEPTOR SIGNALING PATHWAY%GOBP%GO:0048013	ephrin receptor signaling pathway	0.0123874748564334	0.0123874748564334	1	EPHB6,EPHA3,PTPN11
EPIDERMAL GROWTH FACTOR RECEPTOR SIGNALING PATHWAY%GOBP%GO:0007173	epidermal growth factor receptor signaling pathway	0.000126372027662874	0.000126372027662874	1	EGFR,PTPN11,AKT1,BRAF,SOX9,PIK3CA
EPIDERMIS DEVELOPMENT%GOBP%GO:0008544	epidermis development	0.0678110638917235	0.0678110638917235	1	FGFR2,ERCC2,CTNNB1,SOX9
EPIGENETIC REGULATION OF GENE EXPRESSION%GOBP%GO:0040029	epigenetic regulation of gene expression	5.13381172958145e-06	5.13381172958145e-06	1	BRCA1,TP53,WT1,EP300,ARID1A,ATRX,RB1,DNMT3A,CTCF,TET2,EZH2
EPIGENETIC REGULATION OF GENE EXPRESSION%REACTOME DATABASE ID RELEASE 81%212165	Epigenetic regulation of gene expression	9.64377638401348e-05	9.64377638401348e-05	1	EZH2,EP300,DNMT3A,ERCC2,KDM6A,SIN3A,SF3B1,TET2
EPITHELIAL CELL MIGRATION%GOBP%GO:0010631	epithelial cell migration	0.00696223614854037	0.00696223614854037	1	SMAD4,KIT,AKT1,PIK3CA,EGR3
EPITHELIAL TO MESENCHYMAL TRANSITION IN COLORECTAL CANCER%WIKIPATHWAYS_20240510%WP4239%HOMO SAPIENS	Epithelial to mesenchymal transition in colorectal cancer	0.000291161621437008	0.000291161621437008	1	PIK3R1,EZH2,TGFBR2,SMAD2,KRAS,MAP2K4,CTNNB1,SMAD4,NOTCH1
EPITHELIAL TO MESENCHYMAL TRANSITION%GOBP%GO:0001837	epithelial to mesenchymal transition	8.59955271229721e-06	8.59955271229721e-06	1	TBX3,CTNNB1,HGF,SMAD4,SOX9,NOTCH1,TGFBR2
EPITHELIAL TUBE FORMATION%GOBP%GO:0072175	epithelial tube formation	0.0141366173619082	0.0141366173619082	1	GATA3,FGFR2,SOX9
EPITHELIAL TUBE MORPHOGENESIS%GOBP%GO:0060562	epithelial tube morphogenesis	6.2237408956716e-05	6.2237408956716e-05	1	FGFR2,WT1,SOX9,GATA3,CTNNB1,SOX17,NOTCH1,TGFBR2
EPITHELIUM MIGRATION%GOBP%GO:0090132	epithelium migration	0.00739598933889216	0.00739598933889216	1	SMAD4,KIT,AKT1,PIK3CA,EGR3
ERBB SIGNALING PATHWAY%GOBP%GO:0038127	ERBB signaling pathway	0.00030268119548353	0.00030268119548353	1	EGFR,PTPN11,AKT1,SOX9,PIK3CA,ERBB4,BRAF
ERBB SIGNALING PATHWAY%WIKIPATHWAYS_20240510%WP673%HOMO SAPIENS	ErbB signaling pathway	0.000105021417378783	0.000105021417378783	1	KRAS,PIK3R1,MAP2K4,BRAF,MTOR,ERBB4,CDKN1A,CDKN1B,EGFR,CCND1,NRAS
ERBB1 DOWNSTREAM SIGNALING%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%ERBB1 DOWNSTREAM SIGNALING	ErbB1 downstream signaling	0.00319521657415741	0.00319521657415741	1	BRAF,NRAS,KRAS,AKT1,MTOR,EGFR,PIK3R1,PIK3CA,MAP3K1,MAP2K4,PPP2R1A
ESR-MEDIATED SIGNALING%REACTOME%R-HSA-8939211.6	ESR-mediated signaling	1.788487100539e-08	1.788487100539e-08	1	PIK3R1,AKT1,NRAS,STAG2,PIK3CA,EP300,CBFB,RUNX1,SMC3,RAD21,CDKN1B,CCND1,EGFR,FOXA1,GATA3,SMC1A
ESTABLISHMENT OF MEIOTIC SISTER CHROMATID COHESION%GOBP%GO:0034089	establishment of meiotic sister chromatid cohesion	2.40499124221492e-05	2.40499124221492e-05	1	RAD21,SMC3,SMC1A
ESTABLISHMENT OF MITOTIC SISTER CHROMATID COHESION%GOBP%GO:0034087	establishment of mitotic sister chromatid cohesion	2.17077280336001e-06	2.17077280336001e-06	1	RAD21,SMC3,SMC1A,STAG2
ESTABLISHMENT OF RNA LOCALIZATION%GOBP%GO:0051236	establishment of RNA localization	0.0642060430282194	0.0642060430282194	1	TGFBR2,ATM,ATR
ESTABLISHMENT OF SISTER CHROMATID COHESION%GOBP%GO:0034085	establishment of sister chromatid cohesion	1.29930417592421e-05	1.29930417592421e-05	1	RAD21,SMC3,SMC1A,STAG2
ESTABLISHMENT OF SISTER CHROMATID COHESION%REACTOME DATABASE ID RELEASE 81%2468052	Establishment of Sister Chromatid Cohesion	1.29930417592421e-05	1.29930417592421e-05	1	STAG2,RAD21,SMC3,SMC1A
ESTROGEN-DEPENDENT GENE EXPRESSION%REACTOME DATABASE ID RELEASE 81%9018519	Estrogen-dependent gene expression	2.14992599000328e-07	2.14992599000328e-07	1	STAG2,EP300,CBFB,RUNX1,SMC3,RAD21,CCND1,FOXA1,GATA3,SMC1A
ESTROGEN-DEPENDENT NUCLEAR EVENTS DOWNSTREAM OF ESR-MEMBRANE SIGNALING%REACTOME%R-HSA-9634638.3	Estrogen-dependent nuclear events downstream of ESR-membrane signaling	0.0026710271917452	0.0026710271917452	1	CDKN1B,AKT1,EGFR,CCND1
EXTRA-NUCLEAR ESTROGEN SIGNALING%REACTOME DATABASE ID RELEASE 81%9009391	Extra-nuclear estrogen signaling	0.00566413991048464	0.00566413991048464	1	PIK3R1,AKT1,NRAS,PIK3CA,CDKN1B,CCND1,EGFR
EXTRACELLULAR VESICLE MEDIATED SIGNALING IN RECIPIENT CELLS%WIKIPATHWAYS_20240510%WP2870%HOMO SAPIENS	Extracellular vesicle mediated signaling in recipient cells	4.05616842717401e-07	4.05616842717401e-07	1	TGFBR2,SMAD2,CTNNB1,KRAS,NRAS,SMAD4,EGFR,HGF,MTOR
EXTRACELLULAR VESICLES IN THE CROSSTALK OF CARDIAC CELLS%WIKIPATHWAYS_20240510%WP4300%HOMO SAPIENS	Extracellular vesicles in the crosstalk of cardiac cells	0.0013094832527241	0.0013094832527241	1	EGFR,PTEN,TLR4
EXTRINSIC APOPTOTIC SIGNALING PATHWAY%GOBP%GO:0097191	extrinsic apoptotic signaling pathway	0.0287653711514601	0.0287653711514601	1	ACVR1B,SMAD4,FGFR3
EYE DEVELOPMENT%GOBP%GO:0001654	eye development	0.0642060430282194	0.0642060430282194	1	PDGFRA,WT1,SOX9,NF1
FACTORS INVOLVED IN MEGAKARYOCYTE DEVELOPMENT AND PLATELET PRODUCTION%REACTOME DATABASE ID RELEASE 81%983231	Factors involved in megakaryocyte development and platelet production	0.0968960143213586	0.0968960143213586	1	TP53,SIN3A,GATA3
FANCONI ANEMIA PATHWAY%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%FANCONI ANEMIA PATHWAY	Fanconi anemia pathway	0.00173420518567284	0.00173420518567284	1	BRCA1,BRCA2,ATM,ATR
FC-EPSILON RECEPTOR I SIGNALING IN MAST CELLS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%FC-EPSILON RECEPTOR I SIGNALING IN MAST CELLS	Fc-epsilon receptor I signaling in mast cells	0.0211714749226726	0.0211714749226726	1	PIK3CA,MAP3K1,AKT1,MAP2K4,PTPN11,PIK3R1
FEMALE SEX DIFFERENTIATION%GOBP%GO:0046660	female sex differentiation	0.0088040963399394	0.0088040963399394	1	PDGFRA,TBX3,KIT
FGF SIGNALING PATHWAY%PANTHER PATHWAY%P00021	FGF signaling pathway	0.000708759246452602	0.000708759246452602	1	FGFR3,FGFR2,PIK3CG,AKT1,MAP2K4,PIK3CA,NRAS
FGF SIGNALING PATHWAY%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%FGF SIGNALING PATHWAY	FGF signaling pathway	0.000151636883804318	0.000151636883804318	1	FGFR3,PIK3CA,FGFR2,PTPN11,CDH1,AKT1,PIK3R1
FGF23 SIGNALING IN HYPOPHOSPHATEMIC RICKETS AND RELATED DISORDERS%WIKIPATHWAYS_20240510%WP4790%HOMO SAPIENS	FGF23 signaling in hypophosphatemic rickets and related disorders	0.000150465281173629	0.000150465281173629	1	FGFR2,FGFR3,CDKN1A,CCND1
FGFR3 SIGNALING IN CHONDROCYTE PROLIFERATION AND TERMINAL DIFFERENTIATION%WIKIPATHWAYS_20240510%WP4767%HOMO SAPIENS	FGFR3 signaling in chondrocyte proliferation and terminal differentiation	0.00379758204944254	0.00379758204944254	1	SOX9,FGFR3,CDKN1A
FIBROBLAST GROWTH FACTOR RECEPTOR SIGNALING PATHWAY%GOBP%GO:0008543	fibroblast growth factor receptor signaling pathway	0.00831089474275327	0.00831089474275327	1	FGFR2,FGFR3,PTPN11
FLT3 SIGNALING IN DISEASE%REACTOME%R-HSA-9682385.3	FLT3 signaling in disease	0.000291161621437008	0.000291161621437008	1	PTPN11,PIK3R1,NRAS,FLT3,PIK3CA,CDKN1A
FLT3 SIGNALING%REACTOME%R-HSA-9607240.8	FLT3 Signaling	0.000756215002301384	0.000756215002301384	1	PTPN11,PIK3R1,NRAS,AKT1,FLT3,PIK3CA,CDKN1B
FOCAL ADHESION%WIKIPATHWAYS_20240510%WP306%HOMO SAPIENS	Focal adhesion	0.00012734506220488	0.00012734506220488	1	PIK3R1,BRAF,ARHGAP35,CTNNB1,EGFR,CCND1,PDGFRA,HGF,PTEN
FOREBRAIN DEVELOPMENT%GOBP%GO:0030900	forebrain development	0.0431163557551517	0.0431163557551517	1	FGFR2,LRRK2,NF1,ERBB4,PTEN
FORMATION OF AXIAL MESODERM%REACTOME DATABASE ID RELEASE 81%9796292	Formation of axial mesoderm	3.1987839993428e-05	3.1987839993428e-05	1	FOXA1,CTNNB1,FOXA2,SMAD2
FORMATION OF DEFINITIVE ENDODERM%REACTOME%R-HSA-9823730.2	Formation of definitive endoderm	2.88955981906281e-08	2.88955981906281e-08	1	CTNNB1,CDH1,FOXA2,SOX17,SMAD2,SMAD4
FORMATION OF PARAXIAL MESODERM%REACTOME%R-HSA-9793380.5	Formation of paraxial mesoderm	0.027051306175267	0.027051306175267	1	NOTCH1,CTNNB1,EP300
FORMATION OF PRIMARY GERM LAYER%GOBP%GO:0001704	formation of primary germ layer	0.0305214600965744	0.0305214600965744	1	SETD2,SMAD2,SOX17
FORMATION OF THE BETA-CATENIN:TCF TRANSACTIVATING COMPLEX%REACTOME DATABASE ID RELEASE 81%201722	Formation of the beta-catenin:TCF transactivating complex	0.0193232372837436	0.0193232372837436	1	CTNNB1,EP300,AXIN2
FORMATION OF THE NEPHRIC DUCT%REACTOME DATABASE ID RELEASE 81%9830364	Formation of the nephric duct	0.00152412168631658	0.00152412168631658	1	GATA3,CTNNB1,MECOM
FOXA1 TRANSCRIPTION FACTOR NETWORK%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%FOXA1 TRANSCRIPTION FACTOR NETWORK	FOXA1 transcription factor network	9.28979041848035e-06	9.28979041848035e-06	1	AR,CDKN1B,FOXA1,FOXA2,BRCA1,EP300
FOXA2 AND FOXA3 TRANSCRIPTION FACTOR NETWORKS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%FOXA2 AND FOXA3 TRANSCRIPTION FACTOR NETWORKS	FOXA2 and FOXA3 transcription factor networks	0.00140159429124404	0.00140159429124404	1	NF1,FOXA1,FOXA2,CEBPA,AKT1
FOXM1 TRANSCRIPTION FACTOR NETWORK%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%FOXM1 TRANSCRIPTION FACTOR NETWORK	FOXM1 transcription factor network	6.53229450196132e-06	6.53229450196132e-06	1	RB1,CCND1,BRCA2,EP300,CHEK2,CDKN2A
FOXO FAMILY SIGNALING%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%FOXO FAMILY SIGNALING	FoxO family signaling	0.0141366173619082	0.0141366173619082	1	CDKN1B,AKT1,EP300,CTNNB1
FOXO-MEDIATED TRANSCRIPTION OF CELL CYCLE GENES%REACTOME DATABASE ID RELEASE 81%9617828	FOXO-mediated transcription of cell cycle genes	6.24442058887725e-05	6.24442058887725e-05	1	CDKN1A,CDKN1B,SMAD2,SMAD4
FOXO-MEDIATED TRANSCRIPTION OF OXIDATIVE STRESS, METABOLIC AND NEURONAL GENES%REACTOME%R-HSA-9615017.2	FOXO-mediated transcription of oxidative stress, metabolic and neuronal genes	0.00488823806085122	0.00488823806085122	1	SIN3A,SMAD2,SMAD4
FOXO-MEDIATED TRANSCRIPTION%REACTOME%R-HSA-9614085.3	FOXO-mediated transcription	6.11411976189179e-06	6.11411976189179e-06	1	SIN3A,STK11,AKT1,CDKN1A,CDKN1B,EP300,SMAD2,SMAD4
FRAGILE X SYNDROME%WIKIPATHWAYS_20240510%WP4549%HOMO SAPIENS	Fragile X syndrome	0.00266130124315144	0.00266130124315144	1	BRAF,NF1,PTPN11,KRAS,MTOR,CDKN2A,PTEN
G1 PHASE%REACTOME%R-HSA-69236.6	G1 Phase	7.36275007216406e-07	7.36275007216406e-07	1	PPP2R1A,RB1,CDKN1A,CDKN1B,CCND1,CDKN2C,CDKN2A
G1 S DNA DAMAGE CHECKPOINTS%REACTOME%R-HSA-69615.4	G1 S DNA Damage Checkpoints	7.71236811975894e-05	7.71236811975894e-05	1	ATM,CDKN1A,CDKN1B,CDKN2A,TP53,CHEK2
G1 S TRANSITION%REACTOME DATABASE ID RELEASE 81%69206	G1 S Transition	0.00728679551326919	0.00728679551326919	1	AKT1,RB1,CDKN1A,CDKN1B,CCND1,PPP2R1A
G1 TO S CELL CYCLE CONTROL%WIKIPATHWAYS_20240510%WP45%HOMO SAPIENS	G1 to S cell cycle control	2.17077280336001e-06	2.17077280336001e-06	1	RB1,CDKN2C,CDKN1A,CDKN1B,CCND1,CDKN2A,ATM
G1/S TRANSITION OF MITOTIC CELL CYCLE%GOBP%GO:0000082	G1/S transition of mitotic cell cycle	0.00232877166747009	0.00232877166747009	1	ACVR1B,CDKN1A,CDKN1B,CCND1
G2 M CHECKPOINTS%REACTOME%R-HSA-69481.5	G2 M Checkpoints	0.0111754036881578	0.0111754036881578	1	ATM,BRCA1,TP53,ATR,CHEK2
G2 M DNA DAMAGE CHECKPOINT%REACTOME%R-HSA-69473.7	G2 M DNA damage checkpoint	0.00113893853030338	0.00113893853030338	1	ATM,BRCA1,ATR,TP53,CHEK2
G2 M TRANSITION%REACTOME DATABASE ID RELEASE 81%69275	G2 M Transition	0.0193232372837436	0.0193232372837436	1	EP300,TP53,CDKN1A,AJUBA,PPP2R1A
GAB1 SIGNALOSOME%REACTOME DATABASE ID RELEASE 81%180292	GAB1 signalosome	0.00113893853030338	0.00113893853030338	1	PTPN11,PIK3CA,PIK3R1,EGFR
GASTRIN SIGNALING PATHWAY%WIKIPATHWAYS_20240510%WP4659%HOMO SAPIENS	Gastrin signaling pathway	7.42341812195891e-06	7.42341812195891e-06	1	PIK3R1,CDKN1A,CDKN1B,PTPN11,KIT,KRAS,MTOR,CTNNB1,EGFR,CCND1,CDKN2A
GASTRIN_CCK2R_240212%PANTHER PATHWAY%P06959	Gastrin_CCK2R_240212	0.00728679551326919	0.00728679551326919	1	CTNNB1,CDH1,AKT1,MAP2K4,PIK3R1,BRAF,PTPN11
GASTRULATION%GOBP%GO:0007369	gastrulation	0.0103359257670791	0.0103359257670791	1	SETD2,FOXA2,SMAD2,SOX17
GASTRULATION%REACTOME DATABASE ID RELEASE 81%9758941	Gastrulation	3.54076231179533e-06	3.54076231179533e-06	1	CDH1,CTNNB1,EP300,SOX17,NOTCH1,FOXA1,FOXA2,SMAD2,SMAD4
GDNF RET SIGNALING AXIS%WIKIPATHWAYS_20240510%WP4830%HOMO SAPIENS	GDNF RET signaling axis	0.00244747546850656	0.00244747546850656	1	CTNNB1,GATA3,SOX17
GENES CONTROLLING NEPHROGENESIS%WIKIPATHWAYS_20240510%WP4823%HOMO SAPIENS	Genes controlling nephrogenesis	0.0093498296417653	0.0093498296417653	1	CTNNB1,FGFR2,WT1
GENITALIA DEVELOPMENT%GOBP%GO:0048806	genitalia development	0.00174417976498429	0.00174417976498429	1	TBX3,WT1,PTPN11
GLAND DEVELOPMENT%GOBP%GO:0048732	gland development	3.70144650866998e-06	3.70144650866998e-06	1	FGFR2,ELF3,WT1,CEBPA,SOX9,NF1,ERBB4,ARID5B,ARHGAP35,TBX3,AKT1
GLAND MORPHOGENESIS%GOBP%GO:0022612	gland morphogenesis	0.00192983076685363	0.00192983076685363	1	FGFR2,SOX9,ELF3
GLIAL CELL DEVELOPMENT%GOBP%GO:0021782	glial cell development	0.0188689176392478	0.0188689176392478	1	NF1,PTEN,PRX
GLIAL CELL DIFFERENTIATION%GOBP%GO:0010001	glial cell differentiation	0.0112106652361328	0.0112106652361328	1	SOX9,NF1,PTEN,PRX
GLIOBLASTOMA SIGNALING PATHWAYS%WIKIPATHWAYS_20240510%WP2261%HOMO SAPIENS	Glioblastoma signaling pathways	2.27476769403421e-19	2.27476769403421e-19	1	KRAS,BRCA1,RB1,PIK3R1,MAP2K4,BRAF,NF1,CDKN2C,BRCA2,EP300,FGFR2,CDKN1A,CDKN1B,EGFR,CCND1,PDGFRA,CDKN2A,NRAS,PTEN,ATM
GLIOGENESIS%GOBP%GO:0042063	gliogenesis	0.0193232372837436	0.0193232372837436	1	SOX9,NF1,PRX,PTEN
GLUCOCORTICOID RECEPTOR REGULATORY NETWORK%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%GLUCOCORTICOID RECEPTOR REGULATORY NETWORK	Glucocorticoid receptor regulatory network	0.00850153393180223	0.00850153393180223	1	CDKN1A,AKT1,EP300,GATA3,TP53
GLYCEROLIPID BIOSYNTHETIC PROCESS%GOBP%GO:0045017	glycerolipid biosynthetic process	0.189793863967987	0.189793863967987	1	PIK3CG,PIK3CA,PTEN,PIK3R1
GLYCEROPHOSPHOLIPID BIOSYNTHETIC PROCESS%GOBP%GO:0046474	glycerophospholipid biosynthetic process	0.161748916512628	0.161748916512628	1	PIK3R1,PIK3CG,PIK3CA,PTEN
GONAD DEVELOPMENT%GOBP%GO:0008406	gonad development	0.000194617156529571	0.000194617156529571	1	GATA3,PDGFRA,WT1,KIT,SOX9,AR
GPVI-MEDIATED ACTIVATION CASCADE%REACTOME DATABASE ID RELEASE 81%114604	GPVI-mediated activation cascade	0.00606383648870691	0.00606383648870691	1	PTPN11,PIK3R1,PIK3CA,PIK3CG
GROWTH%GOBP%GO:0040007	growth	0.000272623603337762	0.000272623603337762	1	FGFR2,SOX9,ERBB4,CTNNB1,USP9X,RUNX1,NOTCH1,FGFR3
H19 ACTION RB E2F1 SIGNALING AND CDK BETA CATENIN ACTIVITY%WIKIPATHWAYS_20240510%WP3969%HOMO SAPIENS	H19 action Rb E2F1 signaling and CDK Beta catenin activity	0.000339229250178527	0.000339229250178527	1	CCND1,CTNNB1,RB1
HAIR FOLLICLE DEVELOPMENT CYTODIFFERENTIATION PART 3 OF 3%WIKIPATHWAYS_20240510%WP2840%HOMO SAPIENS	Hair follicle development cytodifferentiation part 3 of 3	0.000186659071681714	0.000186659071681714	1	GATA3,SOX9,CTNNB1,EGFR,SMAD4,NOTCH1
HAIR FOLLICLE DEVELOPMENT ORGANOGENESIS PART 2 OF 3%WIKIPATHWAYS_20240510%WP2839%HOMO SAPIENS	Hair follicle development organogenesis part 2 of 3	0.000291161621437008	0.000291161621437008	1	CTNNB1,FGFR2,CCND1,PDGFRA
HALLMARK_ALLOGRAFT_REJECTION%MSIGDBHALLMARK%HALLMARK_ALLOGRAFT_REJECTION	HALLMARK_ALLOGRAFT_REJECTION	0.0527238381958005	0.0527238381958005	1	ACVR2A,BRCA1,EGFR,CDKN2A
HALLMARK_APICAL_JUNCTION%MSIGDBHALLMARK%HALLMARK_APICAL_JUNCTION	HALLMARK_APICAL_JUNCTION	0.128839938196091	0.128839938196091	1	NF1,PTEN,EGFR
HALLMARK_APOPTOSIS%MSIGDBHALLMARK%HALLMARK_APOPTOSIS	HALLMARK_APOPTOSIS	0.00166539360087779	0.00166539360087779	1	CTNNB1,CDKN1B,CCND1,HGF,CDKN1A,BRCA1
HALLMARK_E2F_TARGETS%MSIGDBHALLMARK%HALLMARK_E2F_TARGETS	HALLMARK_E2F_TARGETS	5.58338435097521e-08	5.58338435097521e-08	1	CTCF,BRCA2,SMC1A,CDKN2C,EZH2,CDKN1B,CDKN1A,BRCA1,CHEK2,CDKN2A,SMC3,RAD21
HALLMARK_G2M_CHECKPOINT%MSIGDBHALLMARK%HALLMARK_G2M_CHECKPOINT	HALLMARK_G2M_CHECKPOINT	9.64377638401348e-05	9.64377638401348e-05	1	CTCF,BRCA2,SMC1A,CDKN2C,EZH2,CDKN1B,CCND1,RAD21
HALLMARK_GLYCOLYSIS%MSIGDBHALLMARK%HALLMARK_GLYCOLYSIS	HALLMARK_GLYCOLYSIS	0.133199390510099	0.133199390510099	1	SOX9,EGFR,ELF3
HALLMARK_HYPOXIA%MSIGDBHALLMARK%HALLMARK_HYPOXIA	HALLMARK_HYPOXIA	0.0431163557551517	0.0431163557551517	1	VHL,MAP3K1,CDKN1B,CDKN1A,EGFR
HALLMARK_INFLAMMATORY_RESPONSE%MSIGDBHALLMARK%HALLMARK_INFLAMMATORY_RESPONSE	HALLMARK_INFLAMMATORY_RESPONSE	0.152311251419044	0.152311251419044	1	ACVR2A,CDKN1A,ACVR1B
HALLMARK_MITOTIC_SPINDLE%MSIGDBHALLMARK%HALLMARK_MITOTIC_SPINDLE	HALLMARK_MITOTIC_SPINDLE	0.0437802178124207	0.0437802178124207	1	NF1,BRCA2,SMC1A,SMC3
HALLMARK_MYOGENESIS%MSIGDBHALLMARK%HALLMARK_MYOGENESIS	HALLMARK_MYOGENESIS	0.0477092124293938	0.0477092124293938	1	RB1,EIF4A2,NOTCH1,CDKN1A
HALLMARK_P53_PATHWAY%MSIGDBHALLMARK%HALLMARK_P53_PATHWAY	HALLMARK_P53_PATHWAY	0.00135236586727511	0.00135236586727511	1	RB1,FBXW7,NOTCH1,CDKN1A,CEBPA,ACVR1B,CDKN2A
HALLMARK_PI3K_AKT_MTOR_SIGNALING%MSIGDBHALLMARK%HALLMARK_PI3K_AKT_MTOR_SIGNALING	HALLMARK_PI3K_AKT_MTOR_SIGNALING	0.000328788271216873	0.000328788271216873	1	PTEN,CDKN1A,EGFR,SMAD2,PTPN11,CDKN1B
HALLMARK_TNFA_SIGNALING_VIA_NFKB%MSIGDBHALLMARK%HALLMARK_TNFA_SIGNALING_VIA_NFKB	HALLMARK_TNFA_SIGNALING_VIA_NFKB	0.140006902363281	0.140006902363281	1	CCND1,CDKN1A,NFE2L2
HALLMARK_UV_RESPONSE_DN%MSIGDBHALLMARK%HALLMARK_UV_RESPONSE_DN	HALLMARK_UV_RESPONSE_DN	0.000147489223926464	0.000147489223926464	1	RUNX1,TGFBR2,KIT,SPOP,CDKN1B,PTEN,ACVR2A
HALLMARK_WNT_BETA_CATENIN_SIGNALING%MSIGDBHALLMARK%HALLMARK_WNT_BETA_CATENIN_SIGNALING	HALLMARK_WNT_BETA_CATENIN_SIGNALING	0.00606383648870691	0.00606383648870691	1	NOTCH1,AXIN2,CTNNB1
HCMV EARLY EVENTS%REACTOME DATABASE ID RELEASE 81%9609690	HCMV Early Events	0.00797204548966784	0.00797204548966784	1	EZH2,NCOR1,TBL1XR1,EGFR
HCMV INFECTION%REACTOME DATABASE ID RELEASE 81%9609646	HCMV Infection	0.0160405110156855	0.0160405110156855	1	EZH2,NCOR1,TBL1XR1,EGFR
HDAC6 INTERACTIONS IN THE CENTRAL NERVOUS SYSTEM%WIKIPATHWAYS_20240510%WP5426%HOMO SAPIENS	HDAC6 interactions in the central nervous system	0.00214585696612065	0.00214585696612065	1	SMAD2,VHL,EP300,CTNNB1,EGFR
HDMS DEMETHYLATE HISTONES%REACTOME%R-HSA-3214842.5	HDMs demethylate histones	0.00351915387811519	0.00351915387811519	1	ARID5B,KDM5C,KDM6A
HDR THROUGH HOMOLOGOUS RECOMBINATION (HRR) OR SINGLE STRAND ANNEALING (SSA)%REACTOME DATABASE ID RELEASE 81%5693567	HDR through Homologous Recombination (HRR) or Single Strand Annealing (SSA)	0.0193232372837436	0.0193232372837436	1	ATM,BRCA1,BRCA2,ATR
HDR THROUGH HOMOLOGOUS RECOMBINATION (HRR)%REACTOME DATABASE ID RELEASE 81%5685942	HDR through Homologous Recombination (HRR)	0.00526820173056341	0.00526820173056341	1	ATM,BRCA1,ATR,BRCA2
HDR THROUGH SINGLE STRAND ANNEALING (SSA)%REACTOME%R-HSA-5685938.3	HDR through Single Strand Annealing (SSA)	0.00789867495079025	0.00789867495079025	1	ATM,ATR,BRCA1
HEAD AND NECK SQUAMOUS CELL CARCINOMA%WIKIPATHWAYS_20240510%WP4674%HOMO SAPIENS	Head and neck squamous cell carcinoma	1.75866688640176e-18	1.75866688640176e-18	1	STK11,KRAS,FGFR3,RB1,PIK3R1,AJUBA,KEAP1,MTOR,CTNNB1,FGFR2,CDKN1A,EGFR,CCND1,CDKN2A,TGFBR2,NRAS,SMAD4,PTEN,NFE2L2,NOTCH1
HEART DEVELOPMENT%WIKIPATHWAYS_20240510%WP1591%HOMO SAPIENS	Heart development	0.000102823281381436	0.000102823281381436	1	FOXA2,CTNNB1,SMAD4,PTPN11,NOTCH1
HEART LOOPING%GOBP%GO:0001947	heart looping	0.0093498296417653	0.0093498296417653	1	NOTCH1,TGFBR2,SOX17
HEART MORPHOGENESIS%GOBP%GO:0003007	heart morphogenesis	4.31951641241481e-07	4.31951641241481e-07	1	FGFR2,SMAD2,SMAD4,SOX9,APC,GATA3,TBX3,CTNNB1,SOX17,NOTCH1,TGFBR2
HEART VALVE DEVELOPMENT%GOBP%GO:0003170	heart valve development	3.13897899387127e-08	3.13897899387127e-08	1	GATA3,AXIN2,SMAD2,SMAD4,RB1,SOX9,NOTCH1,TGFBR2,APC
HEART VALVE MORPHOGENESIS%GOBP%GO:0003179	heart valve morphogenesis	1.56459871918743e-07	1.56459871918743e-07	1	GATA3,AXIN2,SMAD2,SMAD4,RB1,SOX9,NOTCH1,TGFBR2
HEDGEHOG SIGNALING EVENTS MEDIATED BY GLI PROTEINS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%HEDGEHOG SIGNALING EVENTS MEDIATED BY GLI PROTEINS	Hedgehog signaling events mediated by Gli proteins	0.0135191652387527	0.0135191652387527	1	SPOP,FOXA2,SIN3A,AKT1
HEMATOPOIETIC PROGENITOR CELL DIFFERENTIATION%GOBP%GO:0002244	hematopoietic progenitor cell differentiation	0.00566413991048464	0.00566413991048464	1	FLT3,TP53,KIT
HEMATOPOIETIC STEM CELL DIFFERENTIATION%WIKIPATHWAYS_20240510%WP2849%HOMO SAPIENS	Hematopoietic stem cell differentiation	0.0141366173619082	0.0141366173619082	1	ACVR1B,RUNX1,NOTCH1
HEMATOPOIETIC STEM CELL GENE REGULATION BY GABP ALPHA BETA COMPLEX%WIKIPATHWAYS_20240510%WP3657%HOMO SAPIENS	Hematopoietic stem cell gene regulation by GABP alpha beta complex	2.17454588395938e-06	2.17454588395938e-06	1	EP300,SMAD4,FLT3,PTEN,ATM
HEME SIGNALING%REACTOME%R-HSA-9707616.4	Heme signaling	0.000151636883804318	0.000151636883804318	1	NFE2L2,TLR4,EP300,NCOR1,TBL1XR1
HEMOSTASIS%GOBP%GO:0007599	hemostasis	0.0836360253901937	0.0836360253901937	1	PDGFRA,PIK3CG,PIK3CA
